model,family,condition,div_coeff,subject,n,acc,logpcc,margin,logpcc_ln,margin_ln
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,international_law,121,0.239669,-6.313912,-0.192860,-6.313912,-0.192860
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,jurisprudence,108,0.259259,-5.874115,0.039598,-5.874115,0.039598
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,logical_fallacies,163,0.220859,-5.973212,-0.137695,-5.973212,-0.137695
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,machine_learning,112,0.312500,-5.056301,0.322411,-5.056301,0.322411
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,management,103,0.174757,-5.872185,-0.166497,-5.872185,-0.166497
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,marketing,234,0.290598,-5.863046,0.149026,-5.863046,0.149026
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,medical_genetics,100,0.300000,-5.083082,0.242645,-5.083082,0.242645
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,miscellaneous,783,0.237548,-5.436324,-0.082458,-5.436324,-0.082458
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,moral_disputes,346,0.248555,-6.143037,-0.026375,-6.143037,-0.026375
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,moral_scenarios,895,0.237989,-6.279226,-0.057054,-6.279226,-0.057054
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,nutrition,306,0.225490,-5.595487,-0.056017,-5.595487,-0.056017
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,philosophy,311,0.186495,-6.613001,-0.308536,-6.613001,-0.308536
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,prehistory,324,0.216049,-5.895584,-0.173580,-5.895584,-0.173580
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,professional_accounting,282,0.234043,-5.799118,-0.057219,-5.799118,-0.057219
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,professional_law,1534,0.245763,-6.165619,-0.030381,-6.165619,-0.030381
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,professional_medicine,272,0.183824,-5.174011,-0.064757,-5.174011,-0.064757
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,professional_psychology,612,0.250000,-6.047496,-0.018920,-6.047496,-0.018920
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,public_relations,110,0.218182,-5.824520,-0.165144,-5.824520,-0.165144
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,security_studies,245,0.187755,-5.887858,-0.133210,-5.887858,-0.133210
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,sociology,201,0.243781,-6.631696,0.065117,-6.631696,0.065117
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,us_foreign_policy,100,0.280000,-5.812400,0.152511,-5.812400,0.152511
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,virology,166,0.283133,-5.250682,0.189144,-5.250682,0.189144
GPT2_51M_1.31B_USPTO,GPT2-51M-1.31B,uspto,0.158,world_religions,171,0.321637,-5.078719,0.273500,-5.078719,0.273500
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,abstract_algebra,100,0.220000,-5.387292,-0.062840,-5.387292,-0.062840
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,anatomy,135,0.185185,-5.460944,-0.157053,-5.460944,-0.157053
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,astronomy,152,0.184211,-5.792823,-0.165038,-5.792823,-0.165038
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,business_ethics,100,0.300000,-5.884556,0.179716,-5.884556,0.179716
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,clinical_knowledge,265,0.218868,-6.231598,-0.208379,-6.231598,-0.208379
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_biology,144,0.256944,-5.313237,0.015731,-5.313237,0.015731
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_chemistry,100,0.190000,-5.589634,-0.309263,-5.589634,-0.309263
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_computer_science,100,0.250000,-5.487557,-0.040182,-5.487557,-0.040182
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_mathematics,100,0.210000,-5.768638,-0.214522,-5.768638,-0.214522
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_medicine,173,0.219653,-6.255058,-0.201136,-6.255058,-0.201136
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,college_physics,102,0.215686,-5.585907,-0.100569,-5.585907,-0.100569
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,computer_security,100,0.280000,-5.332524,0.215029,-5.332524,0.215029
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,conceptual_physics,235,0.263830,-5.812618,-0.030903,-5.812618,-0.030903
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,econometrics,114,0.236842,-6.582481,-0.055218,-6.582481,-0.055218
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,electrical_engineering,145,0.241379,-5.507834,0.089030,-5.507834,0.089030
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,elementary_mathematics,378,0.208995,-5.709057,-0.109456,-5.709057,-0.109456
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,formal_logic,126,0.261905,-5.187799,-0.012312,-5.187799,-0.012312
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,global_facts,100,0.180000,-5.994514,-0.075576,-5.994514,-0.075576
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_biology,310,0.177419,-5.600879,-0.298307,-5.600879,-0.298307
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_chemistry,203,0.182266,-5.816455,-0.263352,-5.816455,-0.263352
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_computer_science,100,0.250000,-5.713903,0.183129,-5.713903,0.183129
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_european_history,165,0.218182,-6.002265,-0.098201,-6.002265,-0.098201
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_geography,198,0.176768,-6.015620,-0.339885,-6.015620,-0.339885
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_government_and_politics,193,0.196891,-6.367181,-0.298597,-6.367181,-0.298597
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_macroeconomics,390,0.202564,-6.519251,-0.351577,-6.519251,-0.351577
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_mathematics,270,0.211111,-6.214164,-0.122848,-6.214164,-0.122848
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_microeconomics,238,0.210084,-6.488402,-0.292308,-6.488402,-0.292308
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_physics,151,0.198675,-5.985295,-0.157059,-5.985295,-0.157059
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_psychology,545,0.192661,-5.810202,-0.315862,-5.810202,-0.315862
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_statistics,216,0.143519,-6.253548,-0.495180,-6.253548,-0.495180
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_us_history,204,0.250000,-5.899138,0.037454,-5.899138,0.037454
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,high_school_world_history,237,0.270042,-5.904807,0.134982,-5.904807,0.134982
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,human_aging,223,0.313901,-5.485174,0.270184,-5.485174,0.270184
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,human_sexuality,131,0.259542,-5.914013,-0.009544,-5.914013,-0.009544
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,international_law,121,0.239669,-6.063323,0.121633,-6.063323,0.121633
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,jurisprudence,108,0.259259,-5.858392,0.038713,-5.858392,0.038713
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,logical_fallacies,163,0.220859,-5.861818,-0.033777,-5.861818,-0.033777
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,machine_learning,112,0.312500,-5.333297,0.346819,-5.333297,0.346819
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,management,103,0.174757,-6.155791,-0.479368,-6.155791,-0.479368
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,marketing,234,0.290598,-6.160703,0.187394,-6.160703,0.187394
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,medical_genetics,100,0.300000,-5.369979,0.170113,-5.369979,0.170113
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,miscellaneous,783,0.237548,-5.503643,-0.029993,-5.503643,-0.029993
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,moral_disputes,346,0.248555,-5.929425,0.047232,-5.929425,0.047232
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,moral_scenarios,895,0.237989,-6.562926,-0.085648,-6.562926,-0.085648
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,nutrition,306,0.225490,-5.675326,-0.114784,-5.675326,-0.114784
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,philosophy,311,0.186495,-6.612956,-0.244372,-6.612956,-0.244372
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,prehistory,324,0.216049,-6.012721,-0.098375,-6.012721,-0.098375
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,professional_accounting,282,0.234043,-6.089739,0.001225,-6.089739,0.001225
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,professional_law,1534,0.246415,-6.230283,0.018640,-6.230283,0.018640
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,professional_medicine,272,0.183824,-5.373374,-0.386887,-5.373374,-0.386887
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,professional_psychology,612,0.250000,-5.920668,0.038158,-5.920668,0.038158
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,public_relations,110,0.218182,-5.893443,-0.207417,-5.893443,-0.207417
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,security_studies,245,0.187755,-6.188087,-0.242774,-6.188087,-0.242774
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,sociology,201,0.243781,-6.620642,-0.034435,-6.620642,-0.034435
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,us_foreign_policy,100,0.280000,-5.872763,0.196054,-5.872763,0.196054
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,virology,166,0.283133,-5.202287,0.225565,-5.202287,0.225565
GPT2_51M_1.31B_USPTOAndPubMedAbs,GPT2-51M-1.31B,mix,0.195,world_religions,171,0.321637,-5.011404,0.448128,-5.011404,0.448128
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,abstract_algebra,100,0.220000,-4.639012,-0.044789,-4.639012,-0.044789
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,anatomy,135,0.185185,-4.490273,-0.162434,-4.490273,-0.162434
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,astronomy,152,0.190789,-4.969551,-0.143025,-4.969551,-0.143025
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,business_ethics,100,0.300000,-4.869974,0.131325,-4.869974,0.131325
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,clinical_knowledge,265,0.215094,-4.980933,-0.089017,-4.980933,-0.089017
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_biology,144,0.256944,-4.444042,-0.026412,-4.444042,-0.026412
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_chemistry,100,0.190000,-4.654229,-0.093601,-4.654229,-0.093601
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_computer_science,100,0.250000,-4.895521,-0.035965,-4.895521,-0.035965
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_mathematics,100,0.200000,-4.959051,-0.113543,-4.959051,-0.113543
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_medicine,173,0.213873,-4.924073,-0.118036,-4.924073,-0.118036
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,college_physics,102,0.225490,-4.880754,-0.077252,-4.880754,-0.077252
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,computer_security,100,0.290000,-4.714134,0.027321,-4.714134,0.027321
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,conceptual_physics,235,0.259574,-4.876414,0.041597,-4.876414,0.041597
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,econometrics,114,0.236842,-4.912098,-0.032354,-4.912098,-0.032354
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,electrical_engineering,145,0.227586,-4.656060,-0.027283,-4.656060,-0.027283
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,elementary_mathematics,378,0.201058,-5.441677,-0.118479,-5.441677,-0.118479
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,formal_logic,126,0.301587,-4.740651,0.154488,-4.740651,0.154488
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,global_facts,100,0.180000,-5.484083,-0.155460,-5.484083,-0.155460
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_biology,310,0.177419,-4.658119,-0.109624,-4.658119,-0.109624
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_chemistry,203,0.211823,-4.623849,-0.059497,-4.623849,-0.059497
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_computer_science,100,0.240000,-5.205506,-0.070582,-5.205506,-0.070582
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_european_history,165,0.224242,-5.087127,-0.058692,-5.087127,-0.058692
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_geography,198,0.176768,-4.931140,-0.137137,-4.931140,-0.137137
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_government_and_politics,193,0.196891,-5.506877,-0.107710,-5.506877,-0.107710
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_macroeconomics,390,0.202564,-5.442203,-0.045882,-5.442203,-0.045882
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_mathematics,270,0.211111,-5.541624,-0.063804,-5.541624,-0.063804
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_microeconomics,238,0.210084,-5.266859,-0.030975,-5.266859,-0.030975
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_physics,151,0.198675,-5.069450,-0.094592,-5.069450,-0.094592
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_psychology,545,0.194495,-4.987570,-0.082636,-4.987570,-0.082636
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_statistics,216,0.152778,-5.567367,-0.260580,-5.567367,-0.260580
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_us_history,204,0.254902,-5.158922,0.017880,-5.158922,0.017880
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,high_school_world_history,237,0.270042,-5.131622,0.031603,-5.131622,0.031603
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,human_aging,223,0.313901,-5.120359,0.202989,-5.120359,0.202989
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,human_sexuality,131,0.259542,-4.882043,0.033671,-4.882043,0.033671
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,international_law,121,0.239669,-5.551471,-0.063534,-5.551471,-0.063534
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,jurisprudence,108,0.259259,-5.152164,0.019440,-5.152164,0.019440
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,logical_fallacies,163,0.226994,-5.162841,-0.122921,-5.162841,-0.122921
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,machine_learning,112,0.312500,-4.624861,0.199806,-4.624861,0.199806
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,management,103,0.174757,-5.009852,-0.059950,-5.009852,-0.059950
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,marketing,234,0.286325,-4.767845,0.045060,-4.767845,0.045060
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,medical_genetics,100,0.270000,-4.249487,0.135274,-4.249487,0.135274
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,miscellaneous,783,0.237548,-4.599763,-0.042916,-4.599763,-0.042916
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,moral_disputes,346,0.248555,-5.424926,-0.033210,-5.424926,-0.033210
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,moral_scenarios,895,0.237989,-4.495807,0.006830,-4.495807,0.006830
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,nutrition,306,0.202614,-5.065281,-0.090516,-5.065281,-0.090516
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,philosophy,311,0.189711,-5.413114,-0.179583,-5.413114,-0.179583
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,prehistory,324,0.216049,-4.831069,-0.071184,-4.831069,-0.071184
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,professional_accounting,282,0.234043,-5.533029,-0.025297,-5.533029,-0.025297
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,professional_law,1534,0.245763,-5.445465,-0.014835,-5.445465,-0.014835
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,professional_medicine,272,0.198529,-4.437626,-0.100525,-4.437626,-0.100525
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,professional_psychology,612,0.250000,-5.263125,-0.037041,-5.263125,-0.037041
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,public_relations,110,0.218182,-5.052551,-0.074978,-5.052551,-0.074978
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,security_studies,245,0.187755,-5.933117,-0.096976,-5.933117,-0.096976
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,sociology,201,0.243781,-5.406017,0.024079,-5.406017,0.024079
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,us_foreign_policy,100,0.280000,-5.258604,0.075206,-5.258604,0.075206
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,virology,166,0.343373,-4.458273,0.151105,-4.458273,0.151105
GPT2_51M_557M_PubMedAbs,GPT2-51M-557M,pubmed,0.168,world_religions,171,0.321637,-4.333858,0.141942,-4.333858,0.141942
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,abstract_algebra,100,0.220000,-5.618350,-0.062495,-5.618350,-0.062495
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,anatomy,135,0.185185,-6.545789,-0.208521,-6.545789,-0.208521
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,astronomy,152,0.177632,-5.992199,-0.154959,-5.992199,-0.154959
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,business_ethics,100,0.300000,-6.198954,0.158460,-6.198954,0.158460
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,clinical_knowledge,265,0.215094,-6.239613,-0.156870,-6.239613,-0.156870
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_biology,144,0.256944,-5.867318,-0.013493,-5.867318,-0.013493
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_chemistry,100,0.200000,-5.299508,-0.083332,-5.299508,-0.083332
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_computer_science,100,0.250000,-5.658205,0.039338,-5.658205,0.039338
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_mathematics,100,0.210000,-5.806394,-0.217038,-5.806394,-0.217038
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_medicine,173,0.208092,-6.155404,-0.092857,-6.155404,-0.092857
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,college_physics,102,0.215686,-5.741536,-0.096262,-5.741536,-0.096262
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,computer_security,100,0.280000,-5.788146,0.118745,-5.788146,0.118745
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,conceptual_physics,235,0.263830,-6.200432,-0.036045,-6.200432,-0.036045
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,econometrics,114,0.236842,-6.404085,-0.099855,-6.404085,-0.099855
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,electrical_engineering,145,0.241379,-5.825011,0.063573,-5.825011,0.063573
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,elementary_mathematics,378,0.208995,-5.761929,-0.127594,-5.761929,-0.127594
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,formal_logic,126,0.301587,-5.315051,0.098661,-5.315051,0.098661
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,global_facts,100,0.180000,-6.420815,-0.335422,-6.420815,-0.335422
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_biology,310,0.177419,-5.981657,-0.277030,-5.981657,-0.277030
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_chemistry,203,0.157635,-5.481464,-0.276817,-5.481464,-0.276817
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_computer_science,100,0.250000,-5.918836,-0.016043,-5.918836,-0.016043
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_european_history,165,0.218182,-6.336643,-0.084844,-6.336643,-0.084844
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_geography,198,0.176768,-6.710702,-0.292182,-6.710702,-0.292182
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_government_and_politics,193,0.196891,-6.584537,-0.113193,-6.584537,-0.113193
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_macroeconomics,390,0.200000,-6.642296,-0.116028,-6.642296,-0.116028
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_mathematics,270,0.211111,-6.046555,-0.153991,-6.046555,-0.153991
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_microeconomics,238,0.210084,-6.725270,-0.116027,-6.725270,-0.116027
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_physics,151,0.198675,-6.076121,-0.190824,-6.076121,-0.190824
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_psychology,545,0.192661,-6.576368,-0.190898,-6.576368,-0.190898
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_statistics,216,0.152778,-6.057727,-0.273902,-6.057727,-0.273902
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_us_history,204,0.250000,-6.350450,0.065072,-6.350450,0.065072
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,high_school_world_history,237,0.270042,-6.402415,0.109336,-6.402415,0.109336
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,human_aging,223,0.313901,-5.934220,0.049497,-5.934220,0.049497
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,human_sexuality,131,0.259542,-6.277107,0.018167,-6.277107,0.018167
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,international_law,121,0.239669,-6.244404,-0.140339,-6.244404,-0.140339
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,jurisprudence,108,0.259259,-6.544316,-0.021724,-6.544316,-0.021724
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,logical_fallacies,163,0.220859,-6.570015,-0.110916,-6.570015,-0.110916
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,machine_learning,112,0.312500,-5.744716,0.273919,-5.744716,0.273919
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,management,103,0.174757,-6.883237,-0.337512,-6.883237,-0.337512
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,marketing,234,0.290598,-7.086956,0.169046,-7.086956,0.169046
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,medical_genetics,100,0.300000,-5.658750,0.163300,-5.658750,0.163300
GPT2_51M_557M_USPTO,GPT2-51M-557M,uspto,0.158,miscellaneous,783,0.237548,-6.356740,-0.091915,-6.356740,-0.091915
